Title,Release Year,Certificate,Runtime,Genre,IMDB_Rating,Overview,Meta_score,Director_imdb,Star1,Star2,Star3,Star4,No_of_Votes,Gross,Film.Ratings.Link,Year,runtime,Director_boxd,Language,country,half.star,one.star,one.half.star,two.star,two.half.star,three.star,three.half.star,four.star,four.half.star,five.star,AvgRating,Description,Director,Country,Year_criterion,Language_criterion
The Curious Case of Benjamin Button,2008.0,UA,166,Drama,7.8,"Tells the story of Benjamin Button, a man who starts aging backwards with consequences.",70.0,David Fincher,Brad Pitt,Cate Blanchett,Tilda Swinton,Julia Ormond,589160,"127,509,326",https://letterboxd.com/csi/film/the-curious-case-of-benjamin-button/rating-histogram/,2008,166.0,David Fincher,English,USA,890,2651,2269,11527,13154,47980,46861,62950,18210,25221,3.583061805,"“I was born under unusual circumstances . . .” Thus beginsThe Curious Case of Benjamin Button,the Academy Award–winning film starring Brad Pitt as a man who is born in his eighties and ages backward, and Cate Blanchett as the woman he is destined to love forever.The Curious Case of Benjamin Buttonis a monumental journey—as unusual as it is epic—that follows Benjamin’s remarkable adventure of romance and redemption from the end of World War I through the twenty-first century. Directed by David Fincher,The Curious Case of Benjamin Buttonis a powerful testament to life and death, love and loss.",David Fincher,United States,2008.0,English
The Game,1997.0,UA,129,Action,7.8,"After a wealthy banker is given an opportunity to participate in a mysterious game, his life is turned upside down when he becomes unable to distinguish between the game and reality.",61.0,David Fincher,Michael Douglas,Deborah Kara Unger,Sean Penn,James Rebhorn,345096,"48,323,648",https://letterboxd.com/csi/film/the-game/rating-histogram/,1997,129.0,David Fincher,English,USA,271,732,872,3916,5921,22663,33188,45128,13558,10153,3.674762833,"The enormously wealthy and emotionally remote investment banker Nicholas Van Orton (Michael Douglas) receives a strange gift from his ne’er-do-well younger brother (Sean Penn) on his forty-eighth birthday: a voucher for a game that, if he agrees to play it, will change his life. Thus begins a trip down the rabbit hole that is puzzling, terrifying, and exhilarating for Nicholas and viewers alike. This multilayered, noirish descent into one man’s personal hell is also a surreal, metacinematic journey that, two years after the phenomenonSe7en,further demonstrated that director David Fincher was one of Hollywood’s true contemporary visionaries.",David Fincher,United States,1997.0,English
Breaking the Waves,1996.0,R,159,Drama,7.8,"Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another.",76.0,Lars von Trier,Emily Watson,Stellan Skarsgård,Katrin Cartlidge,Jean-Marc Barr,62428,"4,040,691",https://letterboxd.com/csi/film/breaking-the-waves/rating-histogram/,1996,159.0,Lars von Trier,Danish,Denmark,135,199,176,586,660,2311,3663,8489,5313,5429,4.010070101,"Lars von Trier became an international sensation with this galvanizing realist fable about sex and spiritual transcendence. In an Oscar-nominated performance, Emily Watson stuns as Bess, a simple, pious newlywed in a tiny Scottish village who gives herself up to a shocking form of martyrdom after her husband (Stellan Skarsgård) is paralyzed in an oil rig accident.Breaking the Waves,both brazen and tender, profane and pure, is an examination of the expansiveness of faith and of its limits.",Lars von Trier,Denmark,1996.0,English
Naked,1993.0,,132,Comedy,7.8,"Parallel tales of two sexually obsessed men, one hurting and annoying women physically and mentally, one wandering around the city talking to strangers and experiencing dimensions of life.",84.0,Mike Leigh,David Thewlis,Lesley Sharp,Katrin Cartlidge,Greg Cruttwell,34635,"1,769,305",https://letterboxd.com/csi/film/naked/rating-histogram/,1993,131.0,Mike Leigh,English,UK,138,259,229,682,855,2554,4242,9882,7167,7655,4.061922586,"The brilliant and controversialNaked,from director Mike Leigh, stars David Thewlis as Johnny, a charming and eloquent but relentlessly vicious drifter. Rejecting anyone who might care for him, the volcanic Johnny hurls himself around London on a nocturnal odyssey, colliding with a succession of other desperate and dispossessed people and scorching everyone in his path. With a virtuoso script and raw performances from Thewlis and costars Katrin Cartlidge and Lesley Sharp, Leigh’s depiction of England’s underbelly is an amalgam of black comedy and doomsday prophecy that took the best director and best actor prizes at the 1993 Cannes Film Festival.",Mike Leigh,United Kingdom,1993.0,English
Naked,1993.0,,132,Comedy,7.8,"Parallel tales of two sexually obsessed men, one hurting and annoying women physically and mentally, one wandering around the city talking to strangers and experiencing dimensions of life.",84.0,Mike Leigh,David Thewlis,Lesley Sharp,Katrin Cartlidge,Greg Cruttwell,34635,"1,769,305",https://letterboxd.com/csi/film/naked-2017/rating-histogram/,2017,96.0,Michael Tiddes,English,USA,713,1234,1028,1935,1399,1660,567,366,55,127,2.180867459,"The brilliant and controversialNaked,from director Mike Leigh, stars David Thewlis as Johnny, a charming and eloquent but relentlessly vicious drifter. Rejecting anyone who might care for him, the volcanic Johnny hurls himself around London on a nocturnal odyssey, colliding with a succession of other desperate and dispossessed people and scorching everyone in his path. With a virtuoso script and raw performances from Thewlis and costars Katrin Cartlidge and Lesley Sharp, Leigh’s depiction of England’s underbelly is an amalgam of black comedy and doomsday prophecy that took the best director and best actor prizes at the 1993 Cannes Film Festival.",Mike Leigh,United Kingdom,1993.0,English
Night on Earth,1991.0,R,129,Comedy,7.8,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,68.0,Jim Jarmusch,Winona Ryder,Gena Rowlands,Lisanne Falk,Alan Randolph Scott,55362,"2,015,810",https://letterboxd.com/csi/film/night-on-earth/rating-histogram/,1991,128.0,Jim Jarmusch,English,Germany,18,79,79,504,817,3758,6292,12041,5119,4225,3.913442852,"Five cities. Five taxicabs. A multitude of strangers in the night. Jim Jarmusch assembled an extraordinary international cast of actors (including Gena Rowlands, Winona Ryder, Armin Mueller-Stahl, Béatrice Dalle, and Roberto Benigni) for this quintet of transitory tales of urban displacement and existential angst, all staged as encounters between cabbies and their fares. Spanning time zones, continents, and languages,Night on Earthwinds its course through scenes of uproarious comedy, nocturnal poetry, and somber fatalism, set to a moody soundtrack by Tom Waits. Jarmusch’s lovingly askew view of humanity from the passenger seat makes for one of his most charming and beloved films, a freewheeling showcase for the cosmopolitan range of his imagination.",Jim Jarmusch,United States,1991.0,"Finnish,                                          French,                                          Italian,                                          English"
Down by Law,1986.0,R,107,Comedy,7.8,"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.",75.0,Jim Jarmusch,Tom Waits,John Lurie,Roberto Benigni,Nicoletta Braschi,47834,"1,436,000",https://letterboxd.com/csi/film/down-by-law/rating-histogram/,1986,106.0,Jim Jarmusch,English,Germany,28,63,66,359,589,2546,4853,10263,4654,4282,3.984947479,"Director Jim Jarmusch followed up his brilliant breakout filmStranger Than Paradisewith another, equally beloved portrait of loners and misfits in the American landscape. When fate brings together three hapless men—an unemployed disc jockey (Tom Waits), a small-time pimp (John Lurie), and a strong-willed Italian tourist (Roberto Benigni)—in a Louisiana prison, a singular adventure ensues. Described by Jarmusch as a “neo-Beat noir comedy,”Down by Lawis part nightmare and part fairy tale, featuring sterling performances and crisp black-and-white cinematography by the esteemed Robby Müller.",Jim Jarmusch,United States,1986.0,English
The Breakfast Club,1985.0,UA,97,Comedy,7.8,Five high school students meet in Saturday detention and discover how they have a lot more in common than they thought.,66.0,John Hughes,Emilio Estevez,Judd Nelson,Molly Ringwald,Ally Sheedy,357026,"45,875,171",https://letterboxd.com/csi/film/the-breakfast-club/rating-histogram/,1985,98.0,John Hughes,English,USA,1445,3782,2554,13562,13740,62313,63764,127820,39927,75171,3.827798098,"What happens when five strangers end up together in Saturday detention? Badass posturing, gleeful misbehavior, and a potent dose of angst. With this exuberant, disarmingly candid film, writer-director John Hughes established himself as the bard of American youth, vividly and empathetically capturing how teenagers hang out, act up, and goof off.The Breakfast Clubbrings together an assortment of adolescent archetypes—the uptight popular girl (Molly Ringwald), the stoic jock (Emilio Estevez), the foulmouthed rebel (Judd Nelson), the virginal bookworm (Anthony Michael Hall), and the kooky recluse
(Ally Sheedy)—and watches them shed their personae and emerge into unlikely friendships. With its highly quotable dialogue and star-making performances, this exploration of the trials of adolescence became an era-defining pop-culture phenomenon, one whose influence now spans generations.",John Hughes,United States,1985.0,English
Days of Heaven,1978.0,PG,94,Drama,7.8,A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.,93.0,Terrence Malick,Richard Gere,Brooke Adams,Sam Shepard,Linda Manz,52852,,https://letterboxd.com/csi/film/days-of-heaven/rating-histogram/,1978,94.0,Terrence Malick,English,USA,52,148,203,791,1282,4782,8045,16440,10312,11129,4.053437124,"One-of-a-kind filmmaker-philosopher Terrence Malick has created some of the most visually arresting films of the twentieth century, and his glorious period tragedyDays of Heaven,featuring Oscar-winning cinematography by Nestor Almendros, stands out among them. In 1910, a Chicago steelworker (Richard Gere) accidentally kills his supervisor, and he, his girlfriend (Brooke Adams), and his little sister (Linda Manz) flee to the Texas panhandle, where they find work harvesting wheat in the fields of a stoic farmer (Sam Shepard). A love triangle, a swarm of locusts, a hellish fire—Malick captures it all with dreamlike authenticity, creating a timeless American idyll that is also a gritty evocation of turn-of-the-century labor.",Terrence Malick,United States,1978.0,English
Badlands,1973.0,PG,94,Action,7.8,An impressionable teenage girl from a dead-end town and her older greaser boyfriend embark on a killing spree in the South Dakota badlands.,93.0,Terrence Malick,Martin Sheen,Sissy Spacek,Warren Oates,Ramon Bieri,66009,,https://letterboxd.com/csi/film/badlands/rating-histogram/,1973,94.0,Terrence Malick,English,USA,72,177,212,974,1569,6555,11169,23108,12839,12639,4.018820152,"Badlandsannounced the arrival of a major talent: Terrence Malick. His impressionistic take on the notorious Charles Starkweather killing spree of the late 1950s uses a serial-killer narrative as a springboard for an oblique teenage romance, lovingly and idiosyncratically enacted by Martin Sheen and Sissy Spacek. The film introduced many of the elements that would earn Malick his passionate following: the enigmatic approach to narrative and character, the unusual use of voice-over, the juxtaposition of human violence with natural beauty, the poetic investigation of American dreams and nightmares. This debut has spawned countless imitations, but none have equaled its strange sublimity.",Terrence Malick,United States,1973.0,English
Midnight Cowboy,1969.0,A,113,Drama,7.8,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.",79.0,John Schlesinger,Dustin Hoffman,Jon Voight,Sylvia Miles,John McGiver,101124,"44,785,053",https://letterboxd.com/csi/film/midnight-cowboy/rating-histogram/,1969,113.0,John Schlesinger,English,USA,79,156,167,794,1101,4761,7811,17801,8852,8303,3.993196187,"One of the British New Wave’s most versatile directors, John Schlesinger came to New York in the late 1960s to makeMidnight Cowboy,a picaresque story of friendship that captured a city in crisis and sparked a new era of Hollywood movies. Jon Voight delivers a career-making performance as Joe Buck, a wide-eyed hustler from Texas hoping to score big with wealthy city women; he finds a companion in Enrico “Ratso” Rizzo, an ailing swindler with a bum leg and a quixotic fantasy of escaping to Florida, played by Dustin Hoffman in a radical departure from his breakthrough inThe Graduate.A critical and commercial success despite controversy over what the MPAA termed its “homosexual frame of reference,” Midnight Cowboy became the first X-rated film to receive the best picture Oscar, and decades on, its influence still reverberates through cinema.",John Schlesinger,United States,1969.0,English
The Innocents,1961.0,A,100,Horror,7.8,A young governess for two children becomes convinced that the house and grounds are haunted.,88.0,Jack Clayton,Deborah Kerr,Peter Wyngarde,Megs Jenkins,Michael Redgrave,27007,"2,616,000",https://letterboxd.com/csi/film/the-innocents-2016/rating-histogram/,2016,115.0,Anne Fontaine,French,Poland,3,19,25,157,299,1043,1525,2370,683,517,3.723008583,"This genuinely frightening, exquisitely made supernatural gothic stars Deborah Kerr as an emotionally fragile governess who comes to suspect that there is something very, very wrong with her precocious new charges. A psychosexually intensified adaptation of Henry James’s classicThe Turn of the Screw,cowritten by Truman Capote and directed by Jack Clayton,The Innocentsis a triumph of narrative economy and technical expressiveness, from its chilling sound design to the stygian depths of its widescreen cinematography by Freddie Francis.",Jack Clayton,United States,1961.0,English
The Innocents,1961.0,A,100,Horror,7.8,A young governess for two children becomes convinced that the house and grounds are haunted.,88.0,Jack Clayton,Deborah Kerr,Peter Wyngarde,Megs Jenkins,Michael Redgrave,27007,"2,616,000",https://letterboxd.com/csi/film/the-innocents-2021/rating-histogram/,2021,117.0,Eskil Vogt,Norwegian,Denmark,6,11,16,55,67,177,315,462,162,81,3.647189349,"This genuinely frightening, exquisitely made supernatural gothic stars Deborah Kerr as an emotionally fragile governess who comes to suspect that there is something very, very wrong with her precocious new charges. A psychosexually intensified adaptation of Henry James’s classicThe Turn of the Screw,cowritten by Truman Capote and directed by Jack Clayton,The Innocentsis a triumph of narrative economy and technical expressiveness, from its chilling sound design to the stygian depths of its widescreen cinematography by Freddie Francis.",Jack Clayton,United States,1961.0,English
The Innocents,1961.0,A,100,Horror,7.8,A young governess for two children becomes convinced that the house and grounds are haunted.,88.0,Jack Clayton,Deborah Kerr,Peter Wyngarde,Megs Jenkins,Michael Redgrave,27007,"2,616,000",https://letterboxd.com/csi/film/the-innocents/rating-histogram/,1961,100.0,Jack Clayton,English,UK,14,53,77,281,458,1926,3405,8051,4950,4531,4.072770151,"This genuinely frightening, exquisitely made supernatural gothic stars Deborah Kerr as an emotionally fragile governess who comes to suspect that there is something very, very wrong with her precocious new charges. A psychosexually intensified adaptation of Henry James’s classicThe Turn of the Screw,cowritten by Truman Capote and directed by Jack Clayton,The Innocentsis a triumph of narrative economy and technical expressiveness, from its chilling sound design to the stygian depths of its widescreen cinematography by Freddie Francis.",Jack Clayton,United States,1961.0,English
Red River,1948.0,Passed,133,Action,7.8,"Dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in Missouri. But his tyrannical behavior along the way causes a mutiny, led by his adopted son.",,Howard Hawks,Arthur Rosson,John Wayne,Montgomery Clift,Joanne Dru,28167,,https://letterboxd.com/csi/film/red-river/rating-histogram/,1948,133.0,Howard Hawks,English,USA,14,50,49,244,379,1433,2196,4271,2203,1839,3.923607825,"No matter what genre he worked in, Howard Hawks played by his own rules, and never was this more evident than in his first western, the rowdy and whip-smartRed River.In it, John Wayne found one of his greatest roles, as an embittered, tyrannical Texas rancher whose tensions with his independent-minded adopted son—played by Montgomery Clift, in a breakout performance—reach epic proportions during a cattle drive to Missouri. The film is based on a novel that dramatizes the real-life late nineteenth-century expeditions along the Chisholm Trail, but Hawks is less interested in historical accuracy than in tweaking the codes of masculinity that propel the myths of the American West. The unerringly macho Wayne and the neurotic, boyish Clift make for an improbably perfect pair, held aloft by a quick-witted, multilayered screenplay and Hawks’s formidable direction.",Howard Hawks,United States,1948.0,English
Stagecoach,1939.0,Passed,96,Adventure,7.8,A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.,93.0,John Ford,John Wayne,Claire Trevor,Andy Devine,John Carradine,43621,,https://letterboxd.com/csi/film/stagecoach/rating-histogram/,1939,96.0,John Ford,English,USA,55,143,184,650,1038,4137,5844,10477,4739,5025,3.888424378,"This is where it all started. John Ford’s smash hit and enduring masterpieceStagecoachrevolutionized the western, elevating it from B movie to the A-list and establishing the genre as we know it today. The quintessential tale of a group of strangers thrown together into extraordinary circumstances,Stagecoachfeatures outstanding performances from Hollywood stalwarts Claire Trevor, John Carradine, and Thomas Mitchell, and, of course, John Wayne, in his first starring role for Ford, as the daredevil outlaw the Ringo Kid. Superbly shot and tightly edited,Stagecoach(Ford’s first trip to Monument Valley) is Hollywood storytelling at its finest.",John Ford,United States,1939.0,English
The Lady Vanishes,1938.0,,96,Mystery,7.8,"While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train.",98.0,Alfred Hitchcock,Margaret Lockwood,Michael Redgrave,Paul Lukas,May Whitty,47400,,https://letterboxd.com/csi/film/the-lady-vanishes/rating-histogram/,1938,96.0,Alfred Hitchcock,English,UK,10,31,72,338,634,3354,5993,9721,3405,2418,3.839659686,"In Alfred Hitchcock's most quick-witted and devilish comic thriller, the beautiful Margaret Lockwood, traveling across Europe by train, meets a charming spinster (Dame May Whitty), who then seems to disappear into thin air. The younger woman turns investigator and finds herself drawn into a complex web of mystery and high adventure. Also starring Michael Redgrave,The Lady Vanishesremains one of the great filmmaker's purest delights.",Alfred Hitchcock,United Kingdom,1938.0,English
Roma,2018.0,R,135,Drama,7.7,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,96.0,Alfonso Cuarón,Yalitza Aparicio,Marina de Tavira,Diego Cortina Autrey,Carlos Peralta,140375,,https://letterboxd.com/csi/film/roma-2018/rating-histogram/,2018,135.0,Alfonso Cuarón,Spanish,USA,922,2125,1248,5671,5446,20462,24569,66431,45093,60601,4.078119088,"Travelogue, memoir, and outrageous cinematic spectacle converge in this kaleidoscopic valentine to the Eternal City, composed by one of its most iconic inhabitants. Leisurely one moment and breathless the next, this urban fantasia by Federico Fellini interweaves recollections of the director’s young adulthood in the era of Mussolini with an impressionistic portrait of contemporary Rome, where he and his film crew are shooting footage of the bustling cityscape. The material delights of sex, food, nightlife, and one hallucinatory ecclesiastical fashion show are shot through with glimmers of a monumental past: the Colosseum encircled by traffic, ancient frescoes unearthed in a subway tunnel, a pigeon-befouled statue of Caesar. With a head-spinning mix of documentary immediacy and extravagant artifice,Romapenetrates the myth and mystique of Italy’s storied capital, a city Fellini called “the most wonderful movie set in the world.”",Federico Fellini,Italy,1972.0,Italian
Roma,2018.0,R,135,Drama,7.7,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,96.0,Alfonso Cuarón,Yalitza Aparicio,Marina de Tavira,Diego Cortina Autrey,Carlos Peralta,140375,,https://letterboxd.com/csi/film/roma-2018/rating-histogram/,2018,135.0,Alfonso Cuarón,Spanish,USA,922,2125,1248,5671,5446,20462,24569,66431,45093,60601,4.078119088,"With his eighth and most personal film, Alfonso Cuarón recreated the early-1970s Mexico City of his childhood, narrating a tumultuous period in the life of a middle-class family through the experiences of Cleo (Yalitza Aparicio, in a revelatory screen debut), the indigenous domestic worker who keeps the household running. Charged with the care of four small children abandoned by their father, Cleo tends to the family even as her own life is shaken by personal and political upheavals. Written, directed, shot, and coedited by Cuarón,Romais a labor of love with few parallels in the history of cinema, deploying monumental black-and-white cinematography, an immersive soundtrack, and a mixture of professional and nonprofessional performances to shape its author’s memories into a world of enveloping texture, and to pay tribute to the woman who nurtured him.",Alfonso Cuarón,"Mexico,                                              United States",2018.0,"Mixtec,                                          Spanish"
Roma,2018.0,R,135,Drama,7.7,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,96.0,Alfonso Cuarón,Yalitza Aparicio,Marina de Tavira,Diego Cortina Autrey,Carlos Peralta,140375,,https://letterboxd.com/csi/film/roma/rating-histogram/,1972,128.0,Federico Fellini,Italian,Italy,10,31,46,174,259,880,1280,1965,778,698,3.769237053,"Travelogue, memoir, and outrageous cinematic spectacle converge in this kaleidoscopic valentine to the Eternal City, composed by one of its most iconic inhabitants. Leisurely one moment and breathless the next, this urban fantasia by Federico Fellini interweaves recollections of the director’s young adulthood in the era of Mussolini with an impressionistic portrait of contemporary Rome, where he and his film crew are shooting footage of the bustling cityscape. The material delights of sex, food, nightlife, and one hallucinatory ecclesiastical fashion show are shot through with glimmers of a monumental past: the Colosseum encircled by traffic, ancient frescoes unearthed in a subway tunnel, a pigeon-befouled statue of Caesar. With a head-spinning mix of documentary immediacy and extravagant artifice,Romapenetrates the myth and mystique of Italy’s storied capital, a city Fellini called “the most wonderful movie set in the world.”",Federico Fellini,Italy,1972.0,Italian
Roma,2018.0,R,135,Drama,7.7,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,96.0,Alfonso Cuarón,Yalitza Aparicio,Marina de Tavira,Diego Cortina Autrey,Carlos Peralta,140375,,https://letterboxd.com/csi/film/roma/rating-histogram/,1972,128.0,Federico Fellini,Italian,Italy,10,31,46,174,259,880,1280,1965,778,698,3.769237053,"With his eighth and most personal film, Alfonso Cuarón recreated the early-1970s Mexico City of his childhood, narrating a tumultuous period in the life of a middle-class family through the experiences of Cleo (Yalitza Aparicio, in a revelatory screen debut), the indigenous domestic worker who keeps the household running. Charged with the care of four small children abandoned by their father, Cleo tends to the family even as her own life is shaken by personal and political upheavals. Written, directed, shot, and coedited by Cuarón,Romais a labor of love with few parallels in the history of cinema, deploying monumental black-and-white cinematography, an immersive soundtrack, and a mixture of professional and nonprofessional performances to shape its author’s memories into a world of enveloping texture, and to pay tribute to the woman who nurtured him.",Alfonso Cuarón,"Mexico,                                              United States",2018.0,"Mixtec,                                          Spanish"
3:10 to Yuma,2007.0,A,122,Action,7.7,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,76.0,James Mangold,Russell Crowe,Christian Bale,Ben Foster,Logan Lerman,288797,"53,606,916",https://letterboxd.com/csi/film/310-to-yuma-2007/rating-histogram/,2007,122.0,James Mangold,English,USA,71,181,298,1293,2302,9602,14463,18029,4648,2536,3.634071467,"In this beautifully shot, psychologically complex western, Van Heflin is a mild-mannered cattle rancher who takes on the task of shepherding a captured outlaw (played with cucumber-cool charisma by Glenn Ford) to the train that will deliver him to prison. This apparently simple mission turns into a nerve-racking cat-and-mouse game that tests each man’s particular brand of honor. Based on a story by Elmore Leonard,3:10 to Yumais a thrilling, humane action movie, directed by the supremely talented studio filmmaker Delmer Daves with intense feeling and precision.",Delmer Daves,United States,1957.0,English
3:10 to Yuma,2007.0,A,122,Action,7.7,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,76.0,James Mangold,Russell Crowe,Christian Bale,Ben Foster,Logan Lerman,288797,"53,606,916",https://letterboxd.com/csi/film/310-to-yuma/rating-histogram/,1957,92.0,Delmer Daves,English,USA,6,16,13,95,182,939,1907,3124,1039,606,3.832029772,"In this beautifully shot, psychologically complex western, Van Heflin is a mild-mannered cattle rancher who takes on the task of shepherding a captured outlaw (played with cucumber-cool charisma by Glenn Ford) to the train that will deliver him to prison. This apparently simple mission turns into a nerve-racking cat-and-mouse game that tests each man’s particular brand of honor. Based on a story by Elmore Leonard,3:10 to Yumais a thrilling, humane action movie, directed by the supremely talented studio filmmaker Delmer Daves with intense feeling and precision.",Delmer Daves,United States,1957.0,English
Hedwig and the Angry Inch,2001.0,R,95,Comedy,7.7,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,85.0,John Cameron Mitchell,John Cameron Mitchell,Miriam Shor,Stephen Trask,Theodore Liscinski,31957,"3,029,081",https://letterboxd.com/csi/film/hedwig-and-the-angry-inch/rating-histogram/,2001,95.0,John Cameron Mitchell,English,USA,49,104,104,463,627,2248,3481,7445,3454,4834,3.998355912,"With this trailblazing musical, writer-director-star John Cameron Mitchell and composer-lyricist Stephen Trask brought their signature creation from stage to screen for a movie as unclassifiable as its protagonist. Raised a boy in East Berlin, Hedwig (Mitchell) undergoes a traumatic personal transformation in order to emigrate to the U.S., where she reinvents herself as an “internationally ignored” but divinely talented rock diva, characterized by Mitchell as inhabiting a “beautiful gender of one.” The film tells Hedwig’s story through her music, an eclectic assortment of original punk anthems and power ballads by Trask, matching them with a freewheeling cinematic mosaic of music-video fantasies, animated interludes, and moments of bracing emotional realism. A hard-charging song cycle and a tender character study,Hedwig and the Angry Inchis a tribute to the transcendent power of rock and roll.",John Cameron Mitchell,United States,2001.0,English
Rushmore,1998.0,UA,93,Comedy,7.7,The extracurricular king of Rushmore Preparatory School is put on academic probation.,86.0,Wes Anderson,Jason Schwartzman,Bill Murray,Olivia Williams,Seymour Cassel,169229,"17,105,219",https://letterboxd.com/csi/film/rushmore/rating-histogram/,1998,93.0,Wes Anderson,English,USA,227,651,612,2839,4033,17619,26620,48179,20398,21456,3.892879678,"The dazzling sophomore film from Wes Anderson is equal parts coming-of-age story, French New Wave homage, and screwball comedy. Tenth grader Max Fischer (Jason Schwartzman) is Rushmore Academy’s most extracurricular student—and its least scholarly. He faces expulsion and enters into unlikely friendships with both a lovely first-grade teacher (Olivia Williams) and a melancholy self-made millionaire (Bill Murray, in an award-winning performance). Set to a soundtrack of classic British Invasion tunes,Rushmoredefies categorization, capturing the pain and exuberance of adolescence with wit, emotional depth, and cinematic panache.",Wes Anderson,United States,1998.0,English
Being John Malkovich,1999.0,R,113,Comedy,7.7,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.,90.0,Spike Jonze,John Cusack,Cameron Diaz,Catherine Keener,John Malkovich,312542,"22,858,926",https://letterboxd.com/csi/film/being-john-malkovich/rating-histogram/,1999,113.0,Spike Jonze,English,USA,394,900,643,3134,3595,15961,24726,60296,32555,29667,4.00159131,"Have you ever wanted to be someone else? Or, more specifically, have you ever wanted to crawl through a portal hidden in an anonymous office building and thereby enter the cerebral cortex of John Malkovich for fifteen minutes, before being spat out on the side of the New Jersey Turnpike? Then director Spike Jonze and writer Charlie Kaufman have the movie for you. Melancholy marionettes, office drudgery, a frizzy-haired Cameron Diaz—but that’s not all! Surrealism, possession, John Cusack, a domesticated primate, Freud, Catherine Keener, non sequiturs, and absolutely no romance! But wait: get yourBeing John Malkovichnow and we’ll throw in emasculation, slapstick, Abelard and Heloise, and extra Malkovich, Malkovich, Malkovich!",Spike Jonze,United States,1999.0,English
Hamlet,1996.0,PG-13,242,Drama,7.7,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",,Kenneth Branagh,Kenneth Branagh,Julie Christie,Derek Jacobi,Kate Winslet,35991,"4,414,535",https://letterboxd.com/csi/film/hamlet-1921/rating-histogram/,1921,112.0,Heinz Schall,German,Germany,1,2,4,14,18,72,91,83,24,49,3.634078212,"Winner of four Academy Awards, including Best Picture and Best Actor, Sir Laurence Olivier’sHamletcontinues to be the most compelling version of Shakespeare’s beloved tragedy. Olivier is at his most inspired—both as director and as the melancholy Dane himself—as he breathes new life into the words of one of the world’s greatest dramatists.",Laurence Olivier,United Kingdom,1948.0,English
Hamlet,1996.0,PG-13,242,Drama,7.7,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",,Kenneth Branagh,Kenneth Branagh,Julie Christie,Derek Jacobi,Kate Winslet,35991,"4,414,535",https://letterboxd.com/csi/film/hamlet-1964-1/rating-histogram/,1964,140.0,Grigori Kozintsev,Russian,Russian Federation,1,2,2,19,25,75,124,286,164,180,4.039863326,"Winner of four Academy Awards, including Best Picture and Best Actor, Sir Laurence Olivier’sHamletcontinues to be the most compelling version of Shakespeare’s beloved tragedy. Olivier is at his most inspired—both as director and as the melancholy Dane himself—as he breathes new life into the words of one of the world’s greatest dramatists.",Laurence Olivier,United Kingdom,1948.0,English
Hamlet,1996.0,PG-13,242,Drama,7.7,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",,Kenneth Branagh,Kenneth Branagh,Julie Christie,Derek Jacobi,Kate Winslet,35991,"4,414,535",https://letterboxd.com/csi/film/hamlet-1996/rating-histogram/,1996,242.0,Kenneth Branagh,English,UK,62,100,106,442,584,2179,2447,3814,1440,1510,3.707150741,"Winner of four Academy Awards, including Best Picture and Best Actor, Sir Laurence Olivier’sHamletcontinues to be the most compelling version of Shakespeare’s beloved tragedy. Olivier is at his most inspired—both as director and as the melancholy Dane himself—as he breathes new life into the words of one of the world’s greatest dramatists.",Laurence Olivier,United Kingdom,1948.0,English
